812,snow,сніг; снігопад,[snəʊ] сноау
813,so,отже; таким чином; так,[səʊ] соау
814,social,соціальний; суспільний,[ˈsəʊʃ(ə)l] соаушел
815,society,суспільство; громада,[səˈsʌɪɪti] сесаайті
816,soft,м'який,[sɒft] софт
817,solution,рішення; вирішення; розчин,[səˈluːʃ(ə)n] солуашн
818,some,деякі; якісь,[sʌm] сам
819,someone,хтось; дехто,[ˈsʌmwʌn] саамван
820,something,щось; дещо,[ˈsʌmθɪŋ] саам(тс)инґ
821,sometimes,іноді; часом; інколи,[ˈsʌmtʌɪmz] саамтаймз
822,son,син,[sʌn] сан
823,song,пісня; спів,[sɒŋ] сонґ
824,soon,незабаром,[suːn] сун
825,sorry,шкода; вибачте,[ˈsɒri] соарі
826,sort,сорт; сортувати,[sɔːt] соаот
827,sound,звук; звучати,[saʊnd] сааунд
828,south,південь,[saʊθ] саау(тс)
829,space,простір; космос,[speɪs] спеайс
830,speak,говорити,[spiːk] спік
831,spoke (speak),говорив; спиця колеса; щабель драбини,[spəʊk] споаук
832,special,спеціальний,[ˈspɛʃ(ə)l] спешл
833,speed,швидкість,[spiːd] спід
834,spend,витрачати; проводити; виснажувати,[spɛnd] спенд
835,spring,весна; навесні; пружина,[sprɪŋ] спрінґ
836,square,сквер; площа; квадрат; прямокутник,[skwɛː] скуеае
837,stage,стадія; етап; естрада; підмостки; сцена; сценічний,[steɪdʒ] стеаідж
838,stand,стояти; вистояти; стенд; підставка,[stand] стенд
839,stood,стояв,[stʊd] студ
840,star,зірка,[stɑː] стаа(р)
841,start,старт,[stɑːt] стаа(р)т
842,state,становище; стан; штат; держава,[steɪt] стеаіт
843,statement,заява; констатування,[ˈsteɪtm(ə)nt] стеаітмент
844,station,станція; зупинка; ставити на певне місце,[ˈsteɪʃ(ə)n] стеайшн
845,stay,залишатися; залишитися,[steɪ] стеай
846,step,крок; крокувати,[stɛp] степ
847,stick,палиця; дрючок; приклеювати,[stɪk] стік
848,still,як і раніше; досі; нерухомий; нерухомо,[stɪl] стіл
849,stone,камінь; кам'яний,[stəʊn] стоаун
850,stop,стоп,[stɒp] ст(оа)п
851,store,магазин; склад; зберігати; запасати,[stɔː] стоао
852,story,історія; оповідання,[ˈstɔːri] стоарі
853,straight,прямий; рівний; прямо,[streɪt] стрейт
854,strange,дивний; незвичайний; чужий; незнайомий,[streɪn(d)ʒ] стреаіндж
855,street,вулиця,[striːt] стріт
856,strike,удар; страйк,[strʌɪk] страйк
857,strong,сильний,[strɒŋ] стронґ
858,student,студент,[ˈstjuːd(ə)nt] стюа дент
859,study,вивчення; навчатися,[ˈstʌdi] стааді
860,subject,cуб'єкт; підлеглий; предмет; тема,[ˈsʌbdʒɛkt] саабджект
861,success,успіх,[səkˈsɛs] сексеас
862,such,такий; подібний,[sʌtʃ] сач
863,suddenly,раптом,[ˈsʌd(ə)nli] сааднли
864,sugar,цукор,[ˈʃʊgə] шуаґе
865,suggest,пропонувати,[səˈdʒɛst] саджеаст
866,suit,підходити; пасувати; набір; комплект; костюм; сюїта,[suːt] сют
867,summer,літо,[ˈsʌmə] сааме
868,sun,сонце,[sʌn] сан
869,Sunday,неділя,[ˈsʌndeɪ] саандей
870,supper,вечеря; вечеряти,[ˈsʌpə] саапе
871,supply,постачати,[ˈsʌpli] саплаай
872,support,підтримка,[səˈpɔːt] сапоаот
873,suppose,припускати; припущення,[səˈpəʊz] сепоауз
874,sure,упевнений; безперечно,[ʃɔː] шуае
875,surprise,сюрприз; несподіванка; здивування,[səˈprʌɪz] сепраайз
876,sweet,солодкий; свіжий; запашний,[swiːt] свііа т
877,swim,плавати,[swɪm] свим
878,system,система,[ˈsɪstəm] сиастем
879,table,стіл; таблиця,[ˈteɪb(ə)l] тейбл
880,take,брати; приймати,[teɪk] тейк
881,took,взяв,[tʊk] тук
882,talk,розмова; розмовляти,[tɔːk] тоаок
883,tall,високий; рослий; заввишки,[tɔːl] тоаол
884,tea,чай,[tiː] тііа
885,teach,навчати,[tiːtʃ] тііа ч
886,teacher,вчитель,[ˈtiːtʃə] тіча е
887,tear,сльоза; порватися; рвати,[tɪə] тіеа ; [tɛː] теае
888,(tele)phone,телефон,[ˈtɛlɪfəʊn] теліфоаун
889,television,телебачення,[ˈtɛlɪvɪʒ(ə)n] теалівіжн
890,tell,розповідати,[tɛl] тел
891,told,сказав,[təʊld] тоаулд
892,temperature,температура,[ˈtɛmp(ə)rətʃə] теампрече
893,ten,десять,[tɛn] тен
894,term,термін; вираз; строк,[təːm] теаем
895,test,випробування; тест,[tɛst] тест
896,than,крім; ніж,[ðan] (дз)ен
897,thank,дякую,[θaŋk] (тс)енк
898,that,що; щоб; той; те,[ðat] (дз)ат
899,their,їх; їхній,[ðɛː] (дз)еаe
900,them,їм; їх,[ðɛm] (дз)ем
901,then,тоді; потім; тому; отже; в такому разі,[ðɛn] (дз)ен
902,there,там,[ðɛː] (дз)еае
903,these,ці,[ðiːz] (дз)іс
904,they,вони,[ðeɪ] (дз)еай
905,thick,товстий; густий; щільний,[θɪk] (тс)ік
906,thin,тонкий; худий; тоншати; схуднути; ненасичений,[θɪn] (тс)ин
907,thing,річ; предмет,[θɪŋ] (тс)інґ
908,think,думати; міркувати,[θɪŋk] (тс)інк
909,third,третій; третина,[θəːd] (тс)еаед
910,thirteen,тринадцять,[θəːˈtiːn] (тс)етіна
911,thirty,тридцять,[ˈθəːti] (тс)еаті
912,this,це; цей,[ðɪs] (дз)іс
913,those,ті,[ðəʊz] (дз)оаус
914,though,хоча,[ðəʊ] (дз)оау
915,thought,думка; думати,[θɔːt] (тс)оаот
916,thousand,тисяча,[ˈθaʊz(ə)nd] (тс)ааузенд
917,three,три,[θriː] (тс)рі
918,through,через; крізь; наскрізь; з початку до кінця,[θruː] (тс)ру
919,throw,кидати; кидок,[θrəʊ] (тс)роау
920,Thursday,четвер,[ˈθəːzdeɪ] (тс)еаздей
921,tie,зав'язувати; прив'язувати; краватка,[tʌɪ] тааі
922,till,грошовий ящик; каса; до; доки,[tɪl] тіл
923,time,час; рази,[tʌɪm] тайм
924,to,до (вказує на напрямок),[tʊ] ту
925,today,сьогодні,[təˈdeɪ] тудеай
926,together,разом,[təˈgɛðə] туґеа(дз)е
927,tomorrow,завтра,[təˈmɒrəʊ] тумоароу
928,too,занадто; також,[tuː] ту
929,tooth,зуб,[tuːθ] ту(тс)
930,teeth,зуби,[tiːθ] тііа (тс)
931,top,верх; вершина,[tɒp] топ
932,touch,дотик; торкатися,[tʌtʃ] тач
933,towards,до; по відношенню до; по напрямку до,[təˈwɔːdz] тевоаодз
934,town,місто,[taʊn] тааун
935,trade,торгівля; торгувати,[treɪd] трейд
936,train,тренувати; поїзд,[treɪn] трейн
937,travel,подорожувати; подорож,[ˈtrav(ə)l] треавел
938,tree,дерево,[triː] трі
939,trip,подорож; поїздка; спотикатися,[trɪp] трип
940,trouble,труднощі; ускладнення; хвилювання; неспокій,[ˈtrʌb(ə)l] трабл
941,TRUE,правда; правдивий; справжній,[truː] тру
942,try,спробувати; спроба,[trʌɪ] трай
943,Tuesday,вівторок,[ˈtjuːzdeɪ] тюа здей
944,turn,поворот; повертати,[təːn] теаен
945,twelve,дванадцять,[twɛlv] твелв
946,twenty,двадцять,[ˈtwɛnti] твеанті
947,two,два,[tuː] ту
948,type,тип; вводити (з клавіатури),[tʌɪp] таайп
949,under,під,[ˈʌndə] аанде
950,understand,розуміти; мати на увазі,[ʌndəˈstand] андестеанд
951,university,університет,[juːnɪˈvəːsɪti] юнівеасеті
952,until,доки; допоки; до,[ənˈtɪl] ентіла
953,up,вгору,[ʌp] ап
954,upon,на,[əˈpɒn] епоан
955,us,нам,[ʌs] ас
956,use,використовувати,[juːz] юз
957,used,вживаний; бувший у використанні,[juːzd] юзд
958,usual,звичайний,[ˈjuːʒʊəl] юа жуел
959,usually,зазвичай,[ˈjuːʒʊəli] юа жуелі
960,various,різний,[ˈvɛːrɪəs] веаріес
961,very,дуже,[ˈvɛri] веарі
962,view,вид,[vjuː] в'ю
963,village,село,[ˈvɪlɪdʒ] віла идж
964,visit,відвідувати,[ˈvɪzɪt] віза ит
965,voice,голос,[vɔɪs] воаіс
966,wait,чекати,[weɪt] уеайт
967,walk,ходити,[wɔːk] уоаок
968,wall,стіна,[wɔːl] уоаол
969,want,хотіти; потреба,[wɒnt] уоант
970,war,війна,[wɔː] во(р)
971,warm,теплий; зігріватися,[wɔːm] воаом
972,wash,мити,[wɒʃ] уоаш
973,watch,дивитися; спостерігати,[wɒtʃ] у(оа)атч
974,water,вода,[ˈwɔːtə] уоате
975,wave,хвиля; махати,[weɪv] уеайв
976,way,шлях; спосіб,[weɪ] уеай
977,we,ми,[wiː] уіа
978,weak,слабкий,[wiːk] уіка
979,wear,носити; зношувати одяг,[wɛː] уеаа
980,weather,погода,[ˈwɛðə] уеа(дз)е
981,Wednesday,середа,[ˈwɛnzdeɪ] уеанздей
982,week,тиждень,[wiːk] уііа к
983,welcome,ласкаво просимо,[ˈwɛlkəm] уеалкем
984,well,добре,[wɛl] уеал
985,west,Захід,[wɛst] уеаст
986,what,що,[wɒt] у(оа)ат
987,when,коли,[wɛn] уеан
988,where,де; куди,[wɛː] уеае
989,whether,чи,[ˈwɛðə] уеа(дз)е
990,which,котрий; який,[wɪtʃ] уіча
991,while,1) фраза: “в той час; як”; 2) час; проміжок часу,[wʌɪl] уаайл
992,white,білий,[wʌɪt] уаайт
993,who,хто,[huː] ху
994,whole,цілий; весь; загалоам,[həʊl] хоаул
995,whom,котрого; кого; кому,[huːm] хуаум
996,whose,чий; чия; чиї,[huːz] хуауз
997,why,чому?; навіщо?,[wʌɪ] уаай
998,wide,широкий; просторний,[wʌɪd] уаайд
999,wife,дружина; жінка,[wʌɪf] уаайф
1000,wild,дикий,[wʌɪld] уаайлд
1001,will,воля; бажання; хотіння,[wɪl] уіла
1002,win,вигравати,[wɪn] уіна
1003,wind,вітер; намотувати,[wɪnd] уіна д
1004,window,вікно,[ˈwɪndəʊ] уіна доу
1005,winter,зима,[ˈwɪntə] уіна те
1006,wish,бажати; бажання,[wɪʃ] уіша
1007,with,з,[wɪð] уі(адз)
1008,within,всередині; в межах,[wɪðˈɪn] уі(дз)іна
1009,without,поза; зовні; без,[wɪðˈaʊt] уі(дз)ааут
1010,woman,жінка,[ˈwʊmən] вуамен
1011,wonderful,чудовий; дивовижний,[ˈwʌndəfʊl] уаандефул
1012,wood,дерево; деревина,[wʊd] вуд
1013,word,слово,[wəːd] уеаед
1014,work,робота; працювати,[wəːk] уеаек
1015,world,світ,[wəːld] уеаелд
1016,worry,турбуватися; неспокій; хвилювання,[ˈwʌri] уоарі
1017,would,б; би,[wʊd] вуд
1018,write,писати; написати,[rʌɪt] раайт
1019,wrote,написав,[rəʊt] роаут
1020,wrong,неправильний; помилковий,[rɒŋ] ронґ
1021,year,рік,[jɪə] єеа
1022,yellow,жовтий; жовтизна,[ˈjɛləʊ] єла оу
1023,yes,так,[jɛs] єс
1024,yesterday,вчора,[ˈjɛstədeɪ] єса тудей
1025,yet,ще; все ще; досі; однак,[jɛt] єт
1026,you,ти,[juː] ю
1027,young,молодий,[jʌŋ] янґ
1028,your,твій; твоя; твоє,[jɔː] йо(р)
1029,absence,відсутність; брак; нестача,['æbsəns] еабсенc
1030,accident,аварія; нещасний випадок; випадковість,['æksɪdənt] еаксидент
1031,active,актиавний; чианний,['æktɪv] еактів
1032,actual,актуальний; фактичний; дійсний,['æktʃuəl] еакшуел
1033,actually,фактиачно; реально; насправді; в дійсності,['æktʃuəli] еакшуелі
1034,annual,щоріча ний; річниай,['ænjuəl] еанюел
1035,angle,кут; кутник; кут зору,['æŋgl] енґл
1036,application,застосування; прикладна програма,['æplɪ'keɪʃn] еаплікейшн
1037,attitude,ставлення; позиція,['ætitju:d] еатітюд
1038,average,середнє значення; усереднювати,['ævərɪdʒ] еавридж
1039,actor,актор; діяч,['ak-tər] еакте
1040,anger,злий,['aŋ-gər] еанґе
1041,afterward,пізніше; потім,['ɑ:ftəwəd] еафтевеед
1042,argue,сперечатись; арґументувати; обстоювати,['ɑ:gju:] аааґю
1043,argument,аргумент; дискусія; суперечка,['ɑ:gjumənt] аааґюмент
1044,badly,погано; вкрай,['bædli] беадлі
1045,background,фон; задній план,['bækgraʊnd] беакґраунд
1046,balance,баланс; рівновага,['bæləns] беаленс
1047,borrow,позичати; запозичувати,['bɒrəʊ] боароу
1048,basis,основа; базис,['beɪsɪs] беайсис
1049,basket,кошик,['beskit] беаскит
1050,bathroom,ванна-кімната,[bɑːθ-ru:m] ба(тс)-рум
1051,bath,ванна,[bɑːθ] ба(тс)
1052,benefit,користь; перевага,['bɛnɪfɪt] беанифіт
1053,being,перебування; існування,['bi:iŋ] бііа нґ
1054,billion,мільярд,['bɪljən] біла ьєн
1055,bitter,гіркий; болісний,['bɪtə] біта е
1056,businessman,бізнесмен,['bɪznɪsmən] біза нісмен
1057,beauty,краса,['bjuti] бюа ті
1058,border,кордон; межа,['bɔ:də] боаоде
1059,broken,зламаний; розбитий,['brəʊkən] броаукен
1060,bicycle,велосипед,['bʌɪsɪkəl] баайсікл
1061,button,кнопка; гудзик,['bʌtn] батн
1062,damage,пошкодження; збиток,['dæmɪdʒ] деамидж
1063,darkness,темрява,['dɑ:knəs] дааакнес
1064,document,документ,['dɒkjumənt] даакюмент
1065,daily,щоденний,['deɪli] деайлі
1066,dangerous,небезпечний,['deɪndʒərəs] деаінджерес
1067,data,дані,['deɪtə] деаіте
1068,dirty,брудний; забруднювати,['də:ti] деаеті
1069,difficulty,труднощі,['dɪfɪklti] діфа іклті
1070,dictionary,словник,['dɪkʃənri] діка шинері
1071,distant,далекий; віддалений,['dɪstənt] диастент
1072,district,район; округ,['dɪstrɪkt] дістриакт
1073,drawing,малюнок,['drɔːɪŋ] дроаоін
1074,double,подвійний,['dʌbl] дабл
1075,dozen,дюжина,['dʌzn] дазн
1076,generation,покоління,['dʒɛnə'reɪʃn] дженереайшн
1077,generally,загалом; вцілому,['dʒɛnrəli] джеанрелі
1078,gentle,ніжний; м'який; лагідний,['dʒɛnt(ə)l] джентл
1079,gentleman,джентльмен,['dʒɛnt(ə)lmən] джеантлмен
1080,agency,агенція; діяальність; сприяання; посереадництво,['eɪdʒənsi] еайдженсі
1081,agent,агеант; фактор; чинник,['eɪdʒənt] еайджент
1082,ancient,стародавній; давній; застарілий,['eɪnʃənt] еаіншент
1083,elephant,слон,['elɪfənt] еалефент
1084,excellent,відміна ний; чудоавий,['ɛksələnt] еакселент
1085,expert,експерт,['ɛkspɜ:t] еакспеерт
1086,explanation,пояснення,['ɛksplə'neɪʃn] експленеайшен
1087,export,експорт,['ɛkspɔ:t] еакспоот
1088,extra,додатковий; естра-; над-,['ɛkstrə] еакстра
1089,element,елемент,['ɛlɪmənt] еалемент
1090,energy,енергія,['ɛnədʒi] еанеджі
1091,anyway,у всякому виападку; так чи інакше,['ɛniweɪ] еанівей
1092,anywhere,скрізь; де завгоадно; будь-де,['ɛniwɛə] еанівее
1093,anybody,хто-неабудь,[ɛnɪbɒdi] еанібаді
1094,entrance,вхід; вступ,['ɛntrəns] еантренс
1095,envelope,оболонка; обгортка; конверт,['ɛnvələʊp] еанвелоуп
1096,estimate,оцінка; оцінювати,['ɛstɪmət] еастимет
1097,evidence,доказ,['ɛvɪdəns] еавіденс
1098,everywhere,скрізь; всюди,['ɛvriwɛə] еаврівее
1099,factor,фактор; чинник,['fæktə] феакте
1100,fashion,мода,['fæʃn] феашин
1101,finally,зрештою; врешті-решт; остатоачно,['faɪnəli] фаайнелі
1102,following,наступний,['fɒləʊɪŋ] фаалоуінґ
1103,feather,перо; пір'їна,['feðə] феа(дз)е
1104,failure,провал; невиконання,['feɪljə] феаілйє
1105,favor,прихильність; послуга,['feɪvə] феаіве
1106,favourite,улюблений,['feɪvrət] феайврит
1107,furniture,меблі; фурнітура,['fə:nɪtʃə] феаніче
1108,fairly,досить; достатньо; чесно; справедливо,['fɛəli] феаалі
1109,fellow,колега; чоловік; хлопець,['fɛləʊ] феалоу
1110,feature,особливість; риса; властивість,['fi:tʃə] фіча е
1111,former,колишній; минулий,['fɔ:mə] фоаоме
1112,friendly,дружній,['frɛn(d)li] фреандлі
1113,frequent,частий,['fri:kwənt] фріка уент
1114,frequently,часто,['fri:kwəntli] фріка уентлі
1115,frighten,лякати,['frʌɪt(ə)n] фраайтен
1116,football,футбол,['fʊtbɔːl] фуатбал
1117,fighting,боротьба; бій,['fʌɪtɪŋ] фаайтинґ
1118,funny,смішний; кумедний,['fʌni] фаані
1119,function,функція,['fʌŋ(k)ʃ(ə)n] фаанкшен
1120,gather,збирати,['gæðə] ґеа(дз)е
1121,garage,гараж,['garɑː(d)ʒ] ґеараж
1122,golden,золотий,['gəʊld(ə)n] ґоалден
1123,equal,рівний; однаковий,['i:kwəl] іка вел
1124,equally,в однаковій мірі; однаково,[ˈiːkw(ə)li] іка велі
1125,evil,зло,['i:v(ə)l] івл
1126,easily,легко; просто,['i:zɪli] іза ілі
1127,economic,економічний,['ikə'nɒmɪk] ікеноамік
1128,camera,фотоапарат; камера,['kæmərə] кеамера
1129,characteristic,характеристика,['kærəktə'rɪstɪk] кеаректеристик
1130,character,персонаж; характер,['kærəktə] кеаректе
1131,captain,капітан,['kaptɪn] кеаптин
1132,council,рада; нарада,['kaʊnsəl] кааунсл
1133,castle,замок; фортеця,['kɑ:sl] кааасл
1134,comment,коментар; зауваження,['kɒmɛnt] каамент
1135,competition,конкуренція; змагання,['kɒmpə'tɪʃn] кампетиашн
1136,composition,склад; композиція,['kɒmpə'zɪʃn] кампезиашн
1137,complex,комплекс; складний; комплексний,['kɒmplɛks] каамплекс
1138,conference,конференція,['kɒnfərəns] каанференс
1139,confidence,довіра; таємниця; впевненість,['kɒnfɪdəns] каанфиденс
1140,contact,контакт,['kɒntækt] коантект
1141,content,зміст; вміст,['kɒntɛnt] коантент
1142,conversation,розмова,['kɒnvə'seɪʃn] канвесеайшн
1143,cotton,бавовна,['kɒtən] каатен
1144,curtain,завіса; завішувати,['kə:tən] кеаетен
1145,careful,обережний; акуратний,['kɛəfl] кефл
1146,carefully,обережно; акуратно; ретельно,['kɛəfli] кеафлі
1147,chemical,хімічний,['kɛmɪkəl] кеамікл
1148,kilogram,кілограм,['kɪləgræm] кіла еґрем
1149,kilometer,кілометр,['kɪləmi:tə] кіла еміте
1150,curious,допитливий; цікавий,['kjʊəriəs] кьюа ріес
1151,classroom,клас; аудиторія,['klɑ:srum] клааасрум
1152,closely,тісно; щільно,['kləʊsli] клоауслі
1153,clever,розумний; вправний; здібний,['klɛvə] клеаве
1154,clearly,ясно; чітко; очевидно,['klɪəli] кліеа лі
1155,credit,кредит,['krɛdɪt] креадит
1156,creature,створіння; істота,['kri:tʃə] кріча е
1157,criminal,злочинець; кримінальний,['krɪmɪnəl] криамінел
1158,cupboard,шафа; сервант,['kʌbəd] каабед
1159,culture,культура; розведення; оброблення (землі),['kʌltʃə] каалче
1160,comfort,комфорт; зручність,['kʌmfət] каамфет
1161,comfortable,комфортабельний; зручний,['kʌmfətəbl] каамфетебл
1162,couple,пара; двійка; парувати; об'єднувати,['kʌpl] капл
1163,courage,сміливість; хоробрість,['kʌrɪdʒ] кааридж
1164,customer,споживач; замовник,['kʌstəmə] каастемер
1165,cousin,двоюрідний брат,['kʌzən] каазен
1166,audience,аудиторія; слухачі,['ɔ:djəns] оааодіенс
1167,author,автор,['ɔ:θə] оаа(тс)е
1168,circumstance,обставина,['sə:kəmstæns] сеаекемстенс
1169,citizen,громадянин,['sɪtɪzən] сіта ізен
1170,civil,цивільний; громадянський,['sɪvil] сіва іл
1171,challenge,складне завдання; виклик,['tʃælɪndʒ] ч(ае)алиндж
1172,chapter,розділ; глава,['tʃæptə] ч(ае)апте
1173,chairman,голова; головуючий,['tʃɛəmən] чеамен
1174,female,жіночий; особа жіночої статі,['fi:meɪl] фіма ейл
1175,freedom,свобода,['fri:dəm] фрііа дем
1176,eastern,східний,['i:stən] ііа стен
1177,bury,поховати; закопати,['bɛri] беарі
1178,artist,художник; артист,[atist] аатист
1179,aunt,тітка,[ɑːnt] ааант
1180,band,смуга; стрічка; банда,[bænd] бенд
1181,bind,зв'язувати; пов'язувати,[baɪnd] бааінд
1182,bow (1),уклін; зігнутися,[bau] баау
1183,bow (2),лук; дуга,[bou] боау
1184,bedroom,спальня,[bedrum] беадрум
1185,bone,кістка; виймати (вирізати) кістки,[bəʊn] боаун
1186,bell,дзвоник; дзвін,[bɛl] бел
1187,belt,пояс,[bɛlt] белт
1188,bend,вигин; згин,[bɛnd] бенд
1189,burst,вибух; імпульс,[bɜ:st] беаест
1190,birth,народження,[bɜ:θ] беае(тс)
1191,behave,вести себе; поводитися,[bɪ'heɪv] біхеаів
1192,behavior,поведінка,[bɪ'heɪvjə] біхеаівйє
1193,belief,переконання; віра,[bɪ'li:f] біліфа
1194,beside,біля; коло; поруч,[bɪ'saɪd] бісааід
1195,besides,крім того,[bɪ'saɪdz] бісааідз
1196,beneath,під; нижче; унизу,[bɪˈni:θ] біні(атс)
1197,beer,пиво,[bɪə] біеа
1198,blind,сліпий; засліплювати; штора,[blaɪnd] блааінд
1199,blame,вина; провина; звинувачувати,[bleɪm] блеаім
1200,bowl,кубок; чаша; куля; гратися в кулі,[boul] боаул
1201,boil,кип'ятити; нарив; фурункул,[bɔɪl] боаіл
1202,brain,мозок; розум,[breɪn] бреаін
1203,brave,хоробрий,[breɪv] бреаів
1204,breath,дихання,[brɛθ] бре(тс)
1205,breathe,дихати,[bri:ð] брі(дз)
1206,brick,цегла; брикет,[brɪk] брік
1207,broad,широко; широкий,[brɔ:d] броаод
1208,brush,щітка; пензель,[brʌʃ] браш
1209,boot,черевик; чобіт; завантаження; багажник,[bu:t] буаут
1210,bush,кущ; чагарник,[bʊʃ] буш
1211,bite,укус; кусатися,[bʌɪt] бааіт
1212,dad,тато,[dæd] д(ае)д
1213,daddy,тато,[dædi] деаді
1214,director,директор; режисер,[daɪ'rɛktə] дайреакте
1215,directly,безпосередньо; прямо,[daɪ'rɛktli] дайреактлі
1216,domestic,домашній; місцевий; внутрішній,[də'mɛstɪk] демеастік
1217,debt,борг,[dɛt] дет
1218,define,означення; означити,[dɪ'faɪn] дифаайн
1219,declare,оголошувати,[dɪ'klɛə] діклеаа
1220,delay,затримка,[dɪ'leɪ] ділеай
1221,deliver,доставляти; постачати; виголошувати промову,[dɪ'lɪvə] діліва е
1222,deny,заперечувати; відмовлятися,[dɪ'naɪ] динааі
1223,depend,залежати; покладатися,[dɪ'pɛnd] дипеанд
1224,description,опис,[dɪ'skrɪpʃn] дискриапшн
1225,discussion,обговорення,[dɪ'skʌʃn] дискаашн
1226,discovery,відкриття; винахід,[dɪ'skʌvəri] діскаавері
1227,despite,не зважаючи на...,[dɪˈspʌɪt] діспаайт
1228,display,показувати; екран,[dɪ'spleɪ] дисплеай
1229,destroy,руйнувати; нищити,[dɪ'strɔɪ] дистроаі
1230,determine,визначити; обчислити,[dɪ'tɜ:mɪn] дітеаемін
1231,division,відділення; відділ; поділ,[dɪ'vɪʒn] дивиажин
1232,desire,бажання; бажати,[dɪ'zaɪə] дизаайе
1233,design,дизайн,[dɪ'zaɪn] дизаайн
1234,disease,хвороба,[dɪ'zi:z] дізіза
1235,defense,оборона; захист,[dɪˈfɛns] диафенс
1236,defeat,поразка; завдати поразки,[dɪˈfi:t] діфіта
1237,desert,пустеля; пустельний; покинутий; покидати; дезертирувати,[dɪˈzə:t] деазеет
1238,dig,копати; копатися; поштовх; стусан,[dɪg] діґ
1239,disappear,зникати,[dɪsə'pɪə] дисепіеа
1240,dish,тарілка; миска,[dɪʃ] диш
1241,due,належний; належним чином,[dju:] д'ю
1242,duck,качка,[dʌk] дак
1243,dull,тупий; тьмяний; матовий; каламутний,[dʌl] дал
1244,dust,порох; пил,[dʌst] даст
1245,aid,допомога; допомагати; сприяти,[eɪd] еаід
1246,aim,мета; ціль; ціла ити; вціла ити; спрямоавувати,[eɪm] еаім
1247,ability,здатність; спроможність; здібність,[ə'bɪləti] ебіла іті
1248,abroad,за кордоном; ззовні; всюди,[ə'br d] еброад
1249,adopt,сприймати; засвоювати; переймати; запозиачувати,[ə'dɒpt] едаапт
1250,additional,додаткоавий; доаданий,[ə'dɪʃnəl] едіша нел
1251,affair,справа; діла о; любовна пригода; роман,[ə'fɛə] ефеае
1252,affect,впливати; діяти; подіяти;,[ə'fɛkt] ефеакт
1253,agreement,угода; договір; згода,[ə'gri:mənt] еґріма ент
1254,according to,відповідно до; узгоджений; гармонічний,[ə'kɔ:dɪŋ] екоаодинґ
1255,acquire,набувати; досягати,[ə'kwaɪə] екваає
1256,accuse,звинувачувати,[ə'kyüz] ек'юа з
1257,alive,актиа вний; живий; увіма кнений,[ə'laɪv] елааів
1258,analysis,аналіз; досліджувати,[ə'næləsɪs] енеалісіс
1259,announce,повідомляати; оголоашувати,[ə'naʊns] енааунс
1260,apart,осторонь; на відстані; окреамо; крім,[ə'pɑ:t] епааат
1261,apartment,апартаменти; квартира,[ə'pɑ:tmənt] епааатмент
1262,appeal,заклик; звернення; звертатися,[ə'pi:l] епііа л
1263,appearance,поява; зовнішній вигляд,[ə'pɪərəns] епіеа ренс
1264,apply,застосоавувати,[ə'plaɪ] еплааі
1265,appoint,призначати; назначати; вказувати; припиасувати,[ə'pɔɪnt] епоаінт
1266,appointment,призначення; зустріч; побачення,[ə'pɔɪntmənt] епоаінтмент
1267,appropriate,придатний; слушний; доречний; привласнювати,[ə'prəʊpriət] епроаупріет
1268,approve,схвалиати; затвеардити,[ə'pru:v] епруаув
1269,approval,схвалення; затвеардження; згоада,[ə'pru:vl] апруаувл
1270,arrival,прибуття; приїзд,[ə'raɪvl] ераайвл
1271,arise,виникнути; з'явитися,[ə'raɪz] ераайс
1272,arrange,впорядкувати; розташувати; організувати,[ə'reɪndʒ] ереаіндж
1273,arrangement,розташування; розміщення,[ə'reɪndʒmənt] ереаінджмент
1274,arrest,арешт,[ə'rest] ереаст
1275,aside,осторонь; збоку,[ə'saɪd] есаайд
1276,associate,асоційований; асоціювати; з'єднувати,[ə'səʊsiət] есоаусіет
1277,assistant,помічник; асистент,[ə'sistənt] есиастент
1278,assume,справавважати; припускати,[ə'sju:m] есюа м
1279,asleep,сплячий,[ə'sli:p] есліпа
1280,ashamed,совісно; присоромлений,[ə'ʃeimd] ешеаймд
1281,attend,бути присутнім; приділяти увагу,[ə'tɛnd] етеанд
1282,attract,залучати; приваблювати; притягати,[ə'trækt] етреакт
1283,attractive,привабливий; принадний; притягальний,[ə'træktiv] етреактів
1284,achieve,досягати; досягти; добиватися; домогтися,[ə'tʃi:v] ечіва
1285,available,доступний; наявний,[ə'veɪləbl] евеалебл
1286,avoid,уникати; ухилятися; оминати,[ə'vɔɪd] евоаід
1287,admit,визнавати; допускати; впускати,[əd'mɪt] едміта
1288,advice,порада; консультація; повідомлення,[əd'vaɪs] едвааіс
1289,advise,радити; консультувати,[əd'vaɪz] едвааіз
1290,advance,просуватися; рухатися; розвиватися,[əd'vɑ:ns] едвеанс
1291,advantage,перевага; коаристь,[əd'vɑ:ntɪdʒ] едвеантидж
1292,advert,реклама; оголошення,[əd'vɜ:t] еадвет
1293,advertisement,реклама; оголошення,[əd'vɜ:tɪsmənt] едвеатізмент
1294,administration,адміністрація; адміністрування; керування,[ədmɪnɪ'streɪʃn] едміністреайшн
1295,association,об'єднання; асоціація,[əsəʊsi'eɪʃn] есоусіеайшн
1296,earn,заробити,[ɜ:n] еаен
1297,fan,фен; вентилятор; фан; вболівальник,[fæn] ф(ае)н
1298,file,файл; тека; дос'є,[faɪl] фааіл
